,SMILES,Standard Value,pIC50
CHEMBL182980,C[C@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C,37,7.431798276
CHEMBL77851,Oc1ccc2c(c1)CCC1Oc3cc(O)ccc3N=C21,2600,5.585026652
CHEMBL226327,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1,16.3,7.787812396
CHEMBL208324,Oc1ccc(-n2cnc3cc(O)cc(O)c3c2=S)cc1,47,7.327902142
CHEMBL203330,O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)c(Cl)c1,7211,5.142004504
CHEMBL208451,O=c1c2c(O)cc(O)cc2nc(Cl)n1-c1ccc(O)cc1,13426,4.872053357
CHEMBL206287,O=c1c2c(O)c(I)c(O)cc2ncn1-c1ccc(O)cc1,3970,5.401209493
CHEMBL206336,Cc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,317,6.498940738
CHEMBL425941,O=c1c2c(-c3ccccc3)cc(O)cc2ncn1-c1ccc(O)cc1,30661,4.513413685
CHEMBL205137,COC(=O)c1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,9536,5.020633758
CHEMBL205717,N#Cc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,73677,4.132668066
CHEMBL1088631,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,16,7.795880017
CHEMBL1088337,O=C1CCC(=O)N1CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,18.6,7.730487056
CHEMBL1087297,Oc1ccc2c(c1)OCCC1=C2[C@H](c2ccc(OCCN3CCCCCC3)cc2)Oc2ccccc21,22,7.657577319
CHEMBL1086389,CN(C)CCOc1ccc([C@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,105,6.978810701
CHEMBL1087041,Oc1ccc2c(c1)O[C@@H](c1cccc(OCCN3CCCCC3)c1)C1=C2CCOc2cc(O)ccc21,200,6.698970004
CHEMBL1087289,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2ccccc21,200,6.698970004
CHEMBL398840,C=C[C@]12CCC(c3ccccc3)=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,1760,5.754487332
CHEMBL188792,COc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,59,7.229147988
CHEMBL364345,Oc1ccc(-c2nc3cc(O)cc(C4CCCC4)c3o2)cc1,102,6.991399828
CHEMBL506991,Oc1ccc(-c2nc3cc(O)cc(/C=C/Br)c3o2)c(F)c1,16,7.795880017
CHEMBL496881,CCCC[C@@H]1C[C@H]1[C@@H](NC(=O)c1ccccc1)c1ccc(-c2ccc(O)cc2)cc1F,2048,5.688670048
CHEMBL183344,C[C@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,48,7.318758763
CHEMBL183467,C[C@@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@H]1C,22,7.657577319
CHEMBL219126,O=C1C[C@@H](c2ccc(O)cc2)Oc2c(Cc3ccccc3)c(O)cc(O)c21,244,6.612610174
CHEMBL216279,CC(C)CCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,59,7.229147988
CHEMBL425092,CCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,29,7.537602002
CHEMBL195208,CCc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,2.5,8.602059991
CHEMBL195039,N#Cc1cc(O)c(Br)c2ccc(-c3ccc(O)c(F)c3)cc12,4.5,8.346787486
CHEMBL195212,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(N2CCN3CCCCC3C2)cc1,98,7.008773924
CHEMBL187393,Oc1ccc2c(-c3noc4cc(O)ccc34)cccc2c1,17,7.769551079
CHEMBL4293480,Oc1ccc(-c2c[se]cc2-c2ccc(OCCN3CCCC3)cc2Cl)c(Cl)c1,1159,5.935916564
CHEMBL182794,CC(C)[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,15,7.823908741
CHEMBL360802,OC[C@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,134,6.872895202
CHEMBL183033,COc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,10,8
CHEMBL424725,O=C1CCC2(Cc3ccccc3)Cc3c(ccc4[nH]ncc34)C2=C1c1ccc(OCCN2CCCCC2)cc1,130,6.886056648
CHEMBL209530,O=C1CCC2(Cc3ccc(Cl)cc3)Cc3cc(O)ccc3C2=C1c1ccc(OCCN2CCCCC2)cc1,2200,5.657577319
CHEMBL421368,O=S(=O)(c1ccccc1)N1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1,41.7,7.379863945
CHEMBL264862,CC1Oc2cc(O)cc(O)c2N=C1c1ccc(O)cc1,310,6.508638306
CHEMBL80314,COc1cc(O)c2c(=O)c3c(oc2c1)oc1cc(O)ccc13,127,6.896196279
CHEMBL372337,C[C@@H]1CCN(CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)C1,3.1,8.508638306
CHEMBL198803,C[C@@H](COc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1)N1CCCC1,2.6,8.585026652
CHEMBL328675,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1cccs1,26.3,7.580044252
CHEMBL1627356,CN(C)C(=O)/C=C/c1ccc(S[C@@H]2Cc3cc(O)ccc3[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]32)cc1,59,7.229147988
CHEMBL202733,CCOc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,44265,4.353939531
CHEMBL203724,Oc1ccc(-n2cnc3cc(O)cc(O)c3c2=S)nc1,515,6.288192771
CHEMBL188049,C=CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,13,7.886056648
CHEMBL1327407,Cc1cccc(C(=O)Oc2cccc3c(O)cccc23)c1,2820,5.549750892
CHEMBL201517,CCC[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,132,6.879426069
CHEMBL90794,CC1CCCC(C)N1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2cccc(O)c2)cc1,350,6.455931956
CHEMBL310972,O=c1c2sc3ccccc3c2oc2cc(O)cc(O)c12,762,6.118045029
CHEMBL93230,O=S(=O)(c1cccc2ccccc12)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,21.3,7.671620397
CHEMBL280538,C[C@@H]1C(=O)c2ccc(O)cc2O[C@@H]1c1ccc(OCCN2CCCCC2)cc1,5645,5.248336054
CHEMBL209429,CCCCC12CCC(=O)C(c3cccs3)=C1c1ccc(O)cc1C2,9,8.045757491
CHEMBL208929,CC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2,2.8,8.552841969
CHEMBL377988,CCCC[C@@]12CCC(=O)C(C(=O)OC)=C1c1ccc3[nH]ncc3c1C2,5.2,8.283996656
CHEMBL379821,CCCCC12CCC(=O)C(I)=C1c1ccc(O)cc1C2,1.3,8.886056648
CHEMBL210143,CCCCC1=C2c3ccc(O)cc3CC2(CCCC)CCC1=O,15,7.823908741
CHEMBL209851,CCCCC12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,1.8,8.744727495
CHEMBL441537,CCC12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,4.5,8.346787486
CHEMBL1381306,COc1ccc2c(c1)c(=O)oc1cc(OCC(=O)N3CCC(C)CC3)ccc12,14319.64,4.8440679
CHEMBL1460126,NC(=O)c1c(NC(=O)c2cc3ccccc3o2)sc2c1CCC2,55.18,7.258218304
CHEMBL1342063,CCOc1ccc(C(=O)OCC(=O)NCc2ccco2)cc1OCC,112.84,6.947536923
CHEMBL1302802,C=CCn1c(SCC(=O)NC(=O)NCc2ccco2)nc2sc(CC)cc2c1=O,31.7,7.498940738
CHEMBL1597328,CC1CCCC(C)N1CC(=O)Nc1sc2c(c1C#N)CCCC2,37.22,7.429223631
CHEMBL209269,CCCC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,19,7.721246399
CHEMBL1337575,COC(=O)c1ccccc1NC(=O)c1noc2c1CCC2,9446.57,5.024725853
CHEMBL1300008,O=C(Cn1c(=O)n(Cc2ccco2)c(=O)c2c3c(sc21)CCCCC3)Nc1ccccc1,24908.2,4.603657656
CHEMBL208978,CCCCC12CCC(=O)C(C(F)(F)F)=C1c1ccc(O)cc1C2,1.5,8.823908741
CHEMBL182157,Cc1ccccc1C(=O)N1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,17.67,7.75276345
CHEMBL362425,O=C(c1ccc(N2CCN(C(=O)c3ccncc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,93.57,7.028863371
CHEMBL362272,COc1cc(O)c(Br)c2cc(-c3ccc(O)c(F)c3)oc12,3.3,8.48148606
CHEMBL1545787,COc1ccc(C(N)CCc2ccc(C)o2)cc1.Cl,93704.08,4.028241499
CHEMBL1389163,COc1ccc2c(c1)c(=O)oc1cc(OCC(=O)N3CCc4ccccc4C3)ccc12,5578.14,5.25351059
CHEMBL1418568,CN1CCN(C2=C(Cl)C(=O)C(c3cnc(N4CCCCC4)s3)=C(Cl)C2=O)CC1,629.55,6.200969772
CHEMBL1547376,COc1cc2c3c(c1)/C(=C1/SC(NC(C)=O)=NC1=O)C(=O)N3C(C)(C)C=C2C,96245.71,4.016618619
CHEMBL1310699,O=C(NC1CCCC1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,477.64,6.32089931
CHEMBL203442,CCCc1c(O)cc2ncn(-c3ccc(O)cc3)c(=O)c2c1O,7305,5.13637978
CHEMBL205249,C=Cc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,17004,4.769448904
CHEMBL4281803,Cc1cc(O)ccc1-c1cc(-c2ccc(OCCN3CCCC3)cc2)c(-c2ccc(O)cc2C)[se]1,16,7.795880017
CHEMBL214972,O=C1CCC2(Cc3ccccc3)Cc3cc(O)ccc3C2=C1c1ccc(O)cc1,100,7
CHEMBL189556,Oc1ccc2c(-c3nc4cc(F)c(O)cc4o3)cccc2c1,46,7.337242168
CHEMBL360651,Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1,10,8
CHEMBL187219,Oc1ccc2c(-c3ccc4c(O)cccc4c3)noc2c1,20,7.698970004
CHEMBL186073,Oc1ccc2oc(-c3cccc(O)c3O)nc2c1,963,6.016373713
CHEMBL1447631,N#Cc1ccc(N2CCN(C(=O)CCCCCn3c(=S)[nH]c4ccccc4c3=O)CC2)cc1,10545.58,4.976929529
CHEMBL1329271,CCc1ccccc1NC(=O)c1cc2ncc(Br)cn2n1,14702.78,4.832600541
CHEMBL496,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,98.27,7.007579044
CHEMBL1473381,N#Cc1c(NC(=O)CN2CCCCC2)sc2c1CCCC2,34.34,7.464199709
CHEMBL1529439,Cc1oc2c(cc(NS(=O)(=O)c3ccc4c5c(cccc35)C(=O)N4)c3ccccc32)c1C(=O)OC(C)C,705.57,6.151459893
CHEMBL1597177,Oc1ccc2cc3c4cc(Br)ccc4nc-3oc2c1O,5383.14,5.268964325
CHEMBL1533166,Cc1c(C(=O)OCc2ccccc2)[nH]c2c1C(=O)CC(c1ccco1)C2,9508.09,5.021906716
CHEMBL1572452,CC(C)(C)OC(=O)N1CCN(c2ccc(NC(=O)Cn3nnc(-c4ccccc4)n3)cc2)CC1.Cl,2701.03,5.568470592
CHEMBL240331,O=C(CSc1nc(O)c2ccccc2n1)c1ccc(O)c(O)c1,336.56,6.472937501
CHEMBL1347312,CCOc1ccc2nc(O)c(O)nc2c1,12176.48,4.91447824
CHEMBL85090,Oc1ccc2c(c1)S[C@H](C1CCCCC1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,16,7.795880017
CHEMBL3099428,C[C@@H](CCO)C1=CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,275,6.560667306
CHEMBL3099432,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC=C2CO,6.8,8.167491087
CHEMBL258509,Cc1cc(-c2cccc(Cl)c2)ccc1O,2100,5.677780705
CHEMBL195807,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Cl)c12,6,8.22184875
CHEMBL192326,O=C1C(c2ccc(O)cc2)=C(O)c2cc(O)cc(O)c21,1380,5.860120914
CHEMBL359633,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OC[C@H](C)N3CCCC3)cc2)[C@H]1c1ccc(O)cc1,29,7.537602002
CHEMBL377616,CCC12CCC(=O)C=C1c1ccc3[nH]ncc3c1C2,618,6.209011525
CHEMBL214034,CC[C@@]12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,2.2,8.657577319
CHEMBL384268,CCCC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]nc(F)c3c1C2,1,9
CHEMBL214693,CCCCC12CCC(=O)C(Br)=C1c1ccc3[nH]nnc3c1C2,1.8,8.744727495
CHEMBL377046,CCCC[C@]12CCC(=O)C(CC)=C1c1ccc3[nH]nnc3c1C2,242,6.616184634
CHEMBL213070,CCCC12CCC(=O)C(Br)=C1c1ccc3[nH]nnc3c1C2,43,7.366531544
CHEMBL212391,CC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]nnc3c1C2,11,7.958607315
CHEMBL213051,CCCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,43,7.366531544
CHEMBL1358,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,8.4,8.075720714
CHEMBL209803,CCCCC12CCC(=O)C(CC)=C1c1ccc(O)cc1C2,13,7.886056648
CHEMBL425603,CC1=C2c3ccc(O)cc3CC2(C)CCC1=O,63,7.200659451
CHEMBL211667,CCCC[C@]12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,313,6.504455662
CHEMBL211739,N#CC1=C2c3ccc(O)cc3CC2(c2ccccc2)CCC1=O,32,7.494850022
CHEMBL377847,CCCC12CCC(=O)C=C1c1ccc(O)cc1C2,218,6.661543506
CHEMBL1082742,Cc1ccc(C(=O)C2=C(O)C(=O)N(c3ccc(O)cc3)C2c2ccc(Br)cc2)cc1,2090,5.679853714
CHEMBL264216,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,7.26,8.139063379
CHEMBL206226,Cc1c(O)ccc2c1c(=O)oc1cc(O)ccc12,49,7.30980392
CHEMBL204118,CC/C=C/c1cc2c(cc1Br)c(=O)oc1c(C)c(O)ccc12,26,7.585026652
CHEMBL380838,C=Cc1cc(C)cc2c(=O)oc3c(C)c(O)ccc3c12,1276,5.894149326
CHEMBL2403351,CCCCC(CCCC)(c1ccc(O)c(CC)c1)c1ccc(O)c(CC)c1,4500,5.346787486
CHEMBL202996,Oc1ccc(-c2coc3cc(O)cc(O)c3c2=S)cc1,1340,5.872895202
CHEMBL513397,c1ccc(C2=C(c3ccc(OCCN4CCC4)cc3)c3ccccc3OCC2)cc1,46.1,7.336299075
CHEMBL469511,Oc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(O)cc3OCC2)cc1,2.9,8.537602002
CHEMBL471626,Oc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)cc1,0.7,9.15490196
CHEMBL238890,COc1ccccc1[C@H](c1cccc2ccccc12)[C@@](C)(C#N)C(=O)N1CCC(c2cccc(C(F)(F)F)c2)CC1,1500,5.823908741
CHEMBL380978,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43C=O)C1CC[C@@H]2O,230,6.638272164
CHEMBL203748,C=C[C@]12CCC(=O)C=C1CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,782,6.106793247
CHEMBL205989,C=Cc1cccc2c(=O)oc3c(C)c(O)ccc3c12,208,6.681936665
CHEMBL203561,C#CC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,286,6.543633967
CHEMBL369991,CC/C=C\[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,361,6.442492798
CHEMBL191974,Oc1ccc(-c2ccc3cc(O)ccc3c2)cc1,16,7.795880017
CHEMBL196530,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3n2)cc1,30,7.522878745
CHEMBL198411,Oc1ccc(-c2cc(Br)c3cc(O)ccc3n2)cc1,4.3,8.366531544
CHEMBL188846,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,1.9,8.721246399
CHEMBL187915,Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)c(F)c1,1.4,8.853871964
CHEMBL188410,Oc1ccc2nc(-c3ccc(O)c(Cl)c3)oc2c1,703,6.153044675
CHEMBL189080,Oc1ccc2c(-c3ccc(O)c(Br)c3)noc2c1,12,7.920818754
CHEMBL284453,O=C1c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,1947,5.710634048
CHEMBL34679,O=C1c2c(Cl)cc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,1270,5.896196279
CHEMBL365625,N#CCc1cc(O)ccc1-c1noc2cc(O)ccc12,96,7.017728767
CHEMBL4286596,Cc1cc(O)ccc1-c1c[se]cc1-c1ccc(OCCN2CCCC2)cc1C,43,7.366531544
CHEMBL4278346,Oc1ccc(-c2cc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccc(O)cc3)[se]2)cc1,475,6.32330639
CHEMBL1086744,CC(C)=Cc1cc2c(cc1N)N[C@@H](CC(C)C)C(=O)N(CCC(C)C)C2,22000,4.657577319
CHEMBL4225680,CN1CCN(C(=O)/C=C/c2ccc(C3=C(c4ccc(O)cc4)CCOc4cc(F)ccc43)cc2)CC1,354,6.450996738
CHEMBL129795,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,269,6.57024772
CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,812,6.090443971
CHEMBL1525514,CCc1ccc(NC(=O)CSc2nc(C)cc(O)n2)cc1,48824.27,4.311364241
CHEMBL3578274,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O,2700,5.568636236
CHEMBL3578286,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cccnc4)ccc3[nH]2)C1=O,2700,5.568636236
CHEMBL1389986,CCS(=O)(=O)N1Cc2ccccc2CC1C(=O)N1CCN(c2cccc(C)c2C)CC1,2961.51,5.528486797
CHEMBL1536177,CC1CCCC(C)N1CC(=O)Nc1sc2c(c1C#N)CCC2,22495.44,4.647905508
CHEMBL121720,CCN1CCN(c2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,27,7.568636236
CHEMBL91052,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccccc1,48.8,7.311580178
CHEMBL329630,O=C(N1CCc2cc(O)ccc2C1c1ccccc1)C(F)(F)F,27.4,7.562249437
CHEMBL418327,Oc1ccc(C2=C(c3ccc(OCCN4CCCCC4)cc3)Oc3ccc(O)cc3S2)cc1,159,6.798602876
CHEMBL93705,Oc1cccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)c1,115,6.93930216
CHEMBL1400764,COC(=O)c1c(NC(=O)Cc2cccs2)sc2c1CCCC2,103241.43,3.986145989
CHEMBL1500491,Cc1occc1C(=O)Nc1ccccc1NC(=O)c1ccoc1C,155.13,6.809304208
CHEMBL1501269,Cc1cc(=O)oc2c(CN3CCC(C)CC3)c(O)c(Cl)cc12,5227.02,5.281745838
CHEMBL1343453,Nc1ccc(C(=O)O)c(O)c1.Nc1ccc(C(=O)O)c(O)c1,6819.18,5.166267846
CHEMBL1493034,O=C(Cc1coc2cc3c(cc12)CCC3)OCc1cc(=O)n2c(n1)sc1ccccc12,17588.24,4.754777617
CHEMBL1415426,O=C(Cc1cccs1)Nc1nnc(Cc2ccccc2)s1,14441.69,4.840381982
CHEMBL1331469,CN1CCN(c2ccc(NC(=O)c3cccc(OCc4ccccc4)c3)cc2)CC1,79.31,7.10067205
CHEMBL1599140,CN1CCN(CC(=O)Nc2sc3c(c2C#N)CCCC3)CC1,14962.76,4.82498829
CHEMBL1504655,Cc1ccc(C)n1-c1sccc1C(=O)O,6102.26,5.214509292
CHEMBL1365170,O=C(CSc1ccc(Cl)cc1)c1ccco1,17872.59,4.747812507
CHEMBL1405097,Cc1ccc(C(=O)NCC(=O)OCC(=O)c2c(N)n(C)c(=O)n(C)c2=O)s1,6101.82,5.214540608
CHEMBL1488584,CN(C)c1ccc(NC(=O)N2CCOCC2)cc1,63.34,7.198321941
CHEMBL294889,CC1=CC[C@@]2(CO)COC(c3ccc(O)cc3)[C@@H]1C2,850,6.070581074
CHEMBL183049,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,50,7.301029996
CHEMBL77930,CCC1Oc2cc(O)cc(O)c2N=C1c1ccc(O)cc1,120,6.920818754
CHEMBL202415,C/C=C/[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,96,7.017728767
CHEMBL200483,Oc1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,137,6.863279433
CHEMBL1088343,COc1ccc2c(c1)OCCC1=C2[C@@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,99,7.004364805
CHEMBL1082529,CN(C)CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccccc2OCC3)cc1,205,6.688246139
CHEMBL1083187,O=C(O)CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,250,6.602059991
CHEMBL1088483,COc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,7,8.15490196
CHEMBL1085161,COC(=O)COc1ccc(C2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,16,7.795880017
CHEMBL1086652,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2ccccc21,63,7.200659451
CHEMBL1346778,Cc1noc(C)c1S(=O)(=O)N(CC(=O)O)c1ccc2c(c1)OCO2,9711.51,5.012713238
CHEMBL1522300,COc1ccc(N2Cc3cccc(C(=O)N4CCN(C(=O)c5ccco5)CC4)c3C2=O)cc1,5993.57,5.222314418
CHEMBL1604803,O=C(CSc1nnc(SCC(=O)c2ccco2)s1)c1ccco1,6507.92,5.186557794
CHEMBL1449660,CCCCOC(=O)c1c(C)oc2ccc(NS(=O)(=O)c3ccc4c5c(cccc35)C(=O)N4)cc12,13510.57,4.869326328
CHEMBL3197284,ON=C1/C(=N\O)CC2(C/C1=N/O)OCCO2,14134.18,4.849729382
CHEMBL1375019,Oc1c2c(nc3ccccc13)C(=C1CCCC1)CC2,1688.84,5.772411493
CHEMBL1580036,Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)O)o2)cc1,5221.62,5.282194737
CHEMBL1541229,COc1ccccc1-c1nnc2sc(-c3cnccn3)nn12,4149.61,5.381992718
CHEMBL3195623,Oc1ccc(/C=N/c2ccc(N3CCOCC3)cc2)c(O)c1,14432.57,4.840656327
CHEMBL1606497,CCOC(=O)C1=C(C)NC(=O)NC1c1ccco1,9283.8,5.032274224
CHEMBL1416417,O=C1NCCCC2c3cc(O)c4ccccc4c3OC12N1CCCCC1,13599.64,4.866472588
CHEMBL1455258,CC1CCN(S(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)CC1,5516.89,5.258305675
CHEMBL1326210,Cn1nc([N+](=O)[O-])c2c(-c3nc4ccccc4s3)c(N)n(C3CCCCC3)c2c1=O,6010.46,5.221092289
CHEMBL447111,Cc1ccc(OCc2ccoc2C(=O)O)cc1C,5863.56,5.231838626
CHEMBL1566298,Cc1noc(C)c1CSCC(=O)OCC(=O)Nc1sccc1C#N,15828.54,4.800559142
CHEMBL3208465,CC(=N)/C(C#N)=C(/O)CSc1nnnn1-c1ccc(C)cc1,344.95,6.462243851
CHEMBL3199523,Cc1cc(C)c(S(=O)(=O)/N=C2\C=CC(=O)C(Cl)=C2)c(C)c1,16533,4.781648334
CHEMBL1310309,CCn1c(SCC(=O)c2ccc(O)c(O)c2)nnc1-c1ccccc1OC,93824.38,4.027684297
CHEMBL1335170,CCOc1ccccc1-n1nnnc1SCC(=O)NC(=O)NCc1ccco1,9380.82,5.027759197
CHEMBL1528726,COc1ccccc1N1CCN(C(=O)c2ccc3nc(-c4ccco4)c(-c4ccco4)nc3c2)CC1,9526.49,5.021067084
CHEMBL1427643,COc1cc(C2C(C#N)=C(N)Oc3cc(C)oc(=O)c32)cc2c1OCO2,9236.48,5.034493506
CHEMBL3099430,CC[C@H](C)C1=CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,88,7.055517328
CHEMBL4202476,COC(=O)c1cccc(OCc2oc(-c3ccccc3OC)nc2C)c1,23600,4.627087997
CHEMBL4225954,CCN(CC)CCNC(=O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1,585,6.232844134
CHEMBL4225059,Oc1ccc(C2=C(c3ccc(/C=C/c4ccccc4)cc3)c3ccc(F)cc3OCC2)cc1,14340,4.843450849
CHEMBL4225078,O=C(O)CCCOc1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1,430,6.366531544
CHEMBL1567745,CCOc1ccc2nc(NC(=O)CCC(=O)c3cccs3)sc2c1,9839.85,5.007011522
CHEMBL1459655,CC(=O)Nc1nonc1-c1nc2ccccc2n1N(C(C)=O)C(C)=O,2745.63,5.561357989
CHEMBL1526851,Oc1ccc(-c2nc(-c3ccc(O)c(O)c3)cs2)cc1,4957.17,5.304766187
CHEMBL1578407,CCOc1c(C(N)=O)c(-c2ccccc2)c2c(O)nc3ccccc3n12,33560.13,4.474176366
CHEMBL1383031,O=C(NCc1ccc2c(c1)OCO2)c1cc2ncc(Br)cn2n1,363.32,6.439710694
CHEMBL341473,CN1CCN(c2ccc(N)cc2)CC1,7125.86,5.147162714
CHEMBL1334484,Nc1ncnc2oc(-c3ccco3)c(-c3ccco3)c12,3401.68,5.468306543
CHEMBL1603599,O=S(=O)(NCc1csc(-c2cccnc2)n1)c1ccc(Cl)s1,99442.14,4.002429538
CHEMBL1432915,Cc1occc1-c1nnc(SCc2cc(=O)n3cc(Br)ccc3n2)n1C,468.12,6.329642804
